Sl_No,12th_Name,12th_Board,Total Lang1,Total Lang2,Total Math,Total PHY,Total CHE,Total BIO/other,Total CS/IT,12th_Pct,10th_Pct,10th_Board,10th_Medium,STEM_Total,STEM_Avg,Overall_Avg,Aptitude
1506,HS,Higher Secondary Examination,86.0,81.0,81,87,87.0,87.0,83.0,85.6,82.2,WBBSE,English,338.0,84.5,83.9,High
1507,HS,HIGHER SECONDARY,91.0,85.0,80,72,88.0,80.0,83.0,84.8,82.2,WBBSE,English,323.0,80.75,83.5,High
1508,HS,Higher Secondary,73.0,84.0,82,78,73.0,83.0,83.0,80.0,82.2,WBBSE,English,316.0,79.0,81.1,Medium
1509,HS,WBCHSE,92.0,91.0,85,76,92.0,90.0,83.0,90.0,82.2,WBBSE,English,336.0,84.0,86.1,High
1510,HS,Higher Secondary (WBCHSE),80.0,94.0,77,94,95.0,87.0,83.0,90.0,82.2,WBBSE,English,349.0,87.25,86.1,High
1511,HS,ISC,93.0,93.0,74,63,62.0,80.0,73.0,79.2,82.2,WBBSE,English,272.0,68.0,80.7,Medium
1512,HS,Higher secondary examination ,88.0,90.0,84,94,94.0,80.0,93.0,91.8,82.2,WBBSE,English,365.0,91.25,87.0,High
1513,HS,Madhura chowdhury,82.0,97.0,86,68,80.0,93.0,83.0,87.6,82.2,WBBSE,English,317.0,79.25,84.9,Medium
1514,HS,ISC BOARD EXAM,97.0,97.0,98,92,84.0,80.0,95.0,95.8,82.2,WBBSE,English,369.0,92.25,89.0,High
1515,HS,AISSCE,78.0,86.0,46,65,77.0,80.0,69.0,67.0,82.2,WBBSE,English,257.0,64.25,74.6,Medium
1516,HS,SENIOR SCHOOL CERTIFICATE EXAMINATION,86.0,95.0,63,63,76.0,78.0,83.0,79.6,82.2,WBBSE,English,285.0,71.25,80.9,Medium
1517,HS,Higher Secondary,77.0,98.0,67,75,83.0,80.0,83.0,82.6,82.2,WBBSE,English,308.0,77.0,82.4,Medium
1518,HS,All India Senior School Certificate Examination,84.0,86.0,56,70,66.0,80.0,83.0,55.2,82.2,WBBSE,English,275.0,68.75,68.7,Medium
1519,HS,WBCHSE,92.0,84.0,86,70,90.0,77.0,83.0,85.8,82.2,WBBSE,English,329.0,82.25,84.0,High
1520,HS,HIGHER SECONDARY ,75.0,81.0,71,83,83.0,76.0,83.0,79.6,82.2,WBBSE,English,320.0,80.0,80.9,Medium
1521,HS,Jharkhand Academic council  Ranchi ,73.0,86.0,72,49,60.0,80.0,70.0,64.8,82.2,WBBSE,English,251.0,62.75,73.5,Medium
1522,HS,INERMIDIATE,76.0,78.0,77,83,72.0,80.0,83.0,77.2,82.2,WBBSE,English,315.0,78.75,79.7,Medium
1523,HS,HIGHER SECONDARY EXAMINATION 2021,87.0,87.0,80,90,90.0,90.0,83.0,88.8,82.2,WBBSE,English,343.0,85.75,85.5,High
1524,HS,WBCHSE,84.0,85.0,83,52,67.0,58.0,83.0,75.4,82.2,WBBSE,English,285.0,71.25,78.80000000000001,Medium
1525,HS,HIGHER SECONDERY,90.0,82.0,77,64,78.0,96.0,83.0,84.6,82.2,WBBSE,English,302.0,75.5,83.4,Medium
1526,HS,HIGHER SECONDARY EXAMINATION,90.0,93.0,76,94,94.0,77.0,83.0,89.6,82.2,WBBSE,English,347.0,86.75,85.9,High
1527,HS,WBCHSE,78.0,87.0,76,88,87.0,88.0,83.0,85.6,82.2,WBBSE,English,334.0,83.5,83.9,High
1528,HS,Higher Secondary,70.0,85.0,91,64,78.0,80.0,83.0,77.6,82.2,WBBSE,English,316.0,79.0,79.9,Medium
1529,HS,HIGHER SECONDARY,74.0,82.0,88,76,82.0,84.0,83.0,82.4,82.2,WBBSE,English,329.0,82.25,82.30000000000001,High
1530,HS,Higher Secondary Examination,90.0,90.0,80,91,91.0,88.0,83.0,90.0,82.2,WBBSE,English,345.0,86.25,86.1,High
1531,HS,Pritam panja ,84.0,85.0,68,46,74.0,85.0,83.0,79.2,82.2,WBBSE,English,271.0,67.75,80.7,Medium
1532,HS,Priyabrata kumar,77.0,86.0,98,69,61.0,80.0,83.0,61.0,82.2,WBBSE,English,311.0,77.75,71.6,Medium
1533,HS,"SENIOR SCHOOL CERTIFICATE EXAMINATION, 2022",92.0,86.0,89,94,95.0,97.0,83.0,93.4,82.2,WBBSE,English,361.0,90.25,87.80000000000001,High
1534,HS,West Bengal Higher Secondary Examination 2021,84.0,80.0,65,85,85.0,76.0,83.0,82.0,82.2,WBBSE,English,318.0,79.5,82.1,Medium
1535,HS,ISC,90.0,86.0,75,74,60.0,80.0,82.0,76.2,82.2,WBBSE,English,291.0,72.75,79.2,Medium
1536,HS,ISC,91.0,91.0,93,91,69.0,91.0,89.0,91.4,82.2,WBBSE,English,342.0,85.5,86.80000000000001,High
1537,HS,WBCHSE,80.0,90.0,86,75,91.0,93.0,83.0,88.0,82.2,WBBSE,English,335.0,83.75,85.1,High
1538,HS,West Bengal Council Of Higher Secondary Education ,83.0,85.0,67,64,80.0,96.0,83.0,82.2,82.2,WBBSE,English,294.0,73.5,82.2,Medium
1539,HS,Richik Ghosh ,82.0,82.0,63,66,58.0,80.0,68.0,72.2,82.2,WBBSE,English,255.0,63.75,77.2,Medium
1540,HS,ISC EXAMINATION ,92.0,91.0,72,71,69.0,80.0,88.0,82.8,82.2,WBBSE,English,300.0,75.0,82.5,Medium
1541,HS,ISC,87.0,81.0,90,71,59.0,75.0,83.0,80.8,82.2,WBBSE,English,303.0,75.75,81.5,Medium
1542,HS,Ritam Ghosh,81.0,88.0,92,72,78.0,80.0,96.0,87.0,82.2,WBBSE,English,338.0,84.5,84.6,High
1543,HS,Higher Secondary Examination ,81.0,97.0,90,65,92.0,90.0,83.0,90.0,82.2,WBBSE,English,330.0,82.5,86.1,High
1544,HS,HIGHER SECONDARY EXAMINATION ,91.0,90.0,100,91,90.0,88.0,83.0,92.4,82.2,WBBSE,English,364.0,91.0,87.30000000000001,High
1545,HS,WBCHSE,75.0,94.0,95,74,91.0,96.0,83.0,90.2,82.2,WBBSE,English,343.0,85.75,86.2,High
1546,HS,Higher Secondary Examination ,92.0,84.0,99,90,90.0,98.0,83.0,93.8,82.2,WBBSE,English,362.0,90.5,88.0,High
1547,HS,WBCHSE,77.0,87.0,92,87,95.0,92.0,83.0,90.6,82.2,WBBSE,English,357.0,89.25,86.4,High
1548,HS,HIGHER SECONDARY,86.0,82.0,80,68,86.0,87.0,83.0,84.2,82.2,WBBSE,English,317.0,79.25,83.2,Medium
1549,HS,West Bengal council of higher secondary education ,81.0,74.0,65,84,84.0,74.0,83.0,79.4,82.2,WBBSE,English,316.0,79.0,80.80000000000001,Medium
1550,HS,Madhyamik,84.0,90.0,65,71,71.0,80.0,83.0,79.2,82.2,WBBSE,English,290.0,72.5,80.7,Medium
1551,HS,WBCHSE,90.0,66.0,55,61,67.0,83.0,83.0,73.4,82.2,WBBSE,English,266.0,66.5,77.80000000000001,Medium
1552,HS,Higher Secondary Examination ,85.0,90.0,80,91,90.0,80.0,83.0,87.2,82.2,WBBSE,English,344.0,86.0,84.7,High
1553,HS,ISC,96.0,95.0,96,84,82.0,93.0,83.0,92.8,82.2,WBBSE,English,345.0,86.25,87.5,High
1554,HS,Senior School Certificate Examination 2022,85.0,86.0,82,89,80.0,80.0,94.0,86.0,82.2,WBBSE,English,345.0,86.25,84.1,High
1555,HS,Higher Secondary Examination,67.0,75.0,56,77,77.0,68.0,83.0,72.8,82.2,WBBSE,English,293.0,73.25,77.5,Medium
1556,HS,West Bengal Council Of Higher Secondary Education ,88.0,90.0,94,72,98.0,94.0,83.0,92.8,82.2,WBBSE,English,347.0,86.75,87.5,High
1557,HS,Higher Secondary Examination,87.0,98.0,94,87,96.0,80.0,96.0,94.2,82.2,WBBSE,English,373.0,93.25,88.2,High
1558,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,80.0,93.0,90,80,94.0,94.0,83.0,90.2,82.2,WBBSE,English,347.0,86.75,86.2,High
1559,HS,West Bengal HS Exam,90.0,86.0,90,80,91.0,80.0,94.0,90.2,82.2,WBBSE,English,355.0,88.75,86.2,High
1560,HS,SATISH YADAV ,92.0,96.0,91,80,92.0,82.0,83.0,90.6,82.2,WBBSE,English,346.0,86.5,86.4,High
1561,HS,HS Examination,91.0,86.0,82,97,97.0,97.0,83.0,93.6,82.2,WBBSE,English,359.0,89.75,87.9,High
1562,HS,Higher Secondary,91.0,95.0,90,82,95.0,92.0,83.0,92.6,82.2,WBBSE,English,350.0,87.5,87.4,High
1563,HS,CBSE Class 12th Examination,83.0,91.0,67,84,86.0,84.0,83.0,85.6,82.2,WBBSE,English,320.0,80.0,83.9,Medium
1564,HS,HIGHER SECONDARY EXAMINATION,87.0,70.0,85,88,88.0,81.0,83.0,85.8,82.2,WBBSE,English,344.0,86.0,84.0,High
1565,HS,Uchcha Madhyamik Pariksha,82.0,90.0,65,63,92.0,80.0,97.0,85.2,82.2,WBBSE,English,317.0,79.25,83.7,Medium
1566,HS,Higher secondary ,97.0,98.0,94,75,90.0,90.0,83.0,93.8,82.2,WBBSE,English,342.0,85.5,88.0,High
1567,HS,Higher secondary ,83.0,80.0,85,63,86.0,86.0,83.0,84.0,82.2,WBBSE,English,317.0,79.25,83.1,Medium
1568,HS,HIGHER  SECONDARY EXAMINATION,62.0,70.0,60,60,82.0,70.0,83.0,68.8,82.2,WBBSE,English,285.0,71.25,75.5,Medium
1569,HS,AISSCE,85.0,86.0,55,63,70.0,63.0,83.0,67.2,82.2,WBBSE,English,271.0,67.75,74.7,Medium
1570,HS,CBSE Senior school certificate examination ,85.0,78.0,87,74,69.0,69.0,83.0,78.6,82.2,WBBSE,English,313.0,78.25,80.4,Medium
1571,HS,HIGHER SECONDARY EXAMINATION,96.0,96.0,98,70,88.0,93.0,83.0,94.2,82.2,WBBSE,English,339.0,84.75,88.2,High
1572,HS,Higher Secondary Examination,81.0,84.0,72,86,86.0,80.0,83.0,83.4,82.2,WBBSE,English,327.0,81.75,82.80000000000001,High
1573,HS,All India Senior School Certificate Examination,85.0,86.0,95,90,85.0,80.0,96.0,90.2,82.2,WBBSE,English,366.0,91.5,86.2,High
1574,HS,SENIOR SCHOOL CERTIFICATE EXAMINATION 2022,87.0,75.0,76,78,74.0,58.0,83.0,78.0,82.2,WBBSE,English,311.0,77.75,80.1,Medium
1575,HS,SK RAMIGE ALI ,61.0,54.0,84,84,85.0,73.0,83.0,77.4,82.2,WBBSE,English,336.0,84.0,79.80000000000001,High
1576,HS,ISC (INDIAN SCHOOL CERTIFICATE EXAMINATION),95.0,87.0,82,71,68.0,80.0,89.0,84.8,82.2,WBBSE,English,310.0,77.5,83.5,Medium
1577,HS,ISC (Indian School Certificate Examination),96.0,86.0,93,88,83.0,91.0,83.0,90.2,82.2,WBBSE,English,347.0,86.75,86.2,High
1578,HS,WBCHSE,94.0,82.0,90,71,78.0,95.0,83.0,87.8,82.2,WBBSE,English,322.0,80.5,85.0,High
1579,HS,Higher secondary examination ,80.0,77.0,64,58,71.0,94.0,83.0,77.2,82.2,WBBSE,English,276.0,69.0,79.7,Medium
1580,HS,Higher Secondary Examination ,92.0,94.0,90,80,84.0,80.0,86.0,89.2,82.2,WBBSE,English,340.0,85.0,85.7,High
1581,HS,HIGHER SECONDARY EXAMINATION,92.0,90.0,92,64,93.0,74.0,83.0,88.2,82.2,WBBSE,English,332.0,83.0,85.2,High
1582,HS,Higher secondary,92.0,84.0,84,57,73.0,76.0,83.0,81.8,82.2,WBBSE,English,297.0,74.25,82.0,Medium
1583,HS,West Bengal Council of Higher Secondary Education,85.0,85.0,100,85,86.0,85.0,83.0,88.2,82.2,WBBSE,English,354.0,88.5,85.2,High
1584,HS,Souradeep Dey,86.0,86.0,51,67,64.0,80.0,88.0,71.2,82.2,WBBSE,English,270.0,67.5,76.7,Medium
1585,HS,HIGHER SECONDARY,85.0,80.0,78,60,86.0,83.0,83.0,82.4,82.2,WBBSE,English,307.0,76.75,82.30000000000001,Medium
1586,HS,SENIOR SCHOOL CERTIFICATE EXAMINATION,89.0,86.0,79,82,80.0,80.0,94.0,84.8,82.2,WBBSE,English,335.0,83.75,83.5,High
1587,HS,wbchse,84.0,80.0,90,91,90.0,76.0,83.0,87.0,82.2,WBBSE,English,354.0,88.5,84.6,High
1588,HS,West Bengal council of Higher Secondary education ,75.0,85.0,76,90,90.0,90.0,83.0,86.2,82.2,WBBSE,English,339.0,84.75,84.2,High
1589,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION ,65.0,67.0,64,71,70.0,61.0,83.0,67.4,82.2,WBBSE,English,288.0,72.0,74.80000000000001,Medium
1590,HS,H.S EXAMINATION,90.0,90.0,98,93,84.0,87.0,83.0,91.6,82.2,WBBSE,English,358.0,89.5,86.9,High
1591,HS,Higher Secondary Examination,98.0,91.0,78,72,91.0,99.0,83.0,91.4,82.2,WBBSE,English,324.0,81.0,86.80000000000001,High
1592,HS,SRIJAN DAS,84.0,96.0,98,62,86.0,80.0,86.0,90.0,82.2,WBBSE,English,332.0,83.0,86.1,High
1593,HS,Higher Secondary (HS),82.0,90.0,94,80,90.0,86.0,83.0,88.4,82.2,WBBSE,English,347.0,86.75,85.30000000000001,High
1594,HS,HIGHER SECONDARY,82.0,81.0,93,76,91.0,87.0,83.0,86.8,82.2,WBBSE,English,343.0,85.75,84.5,High
1595,HS,HIGHER SCONDARY ,70.0,88.0,74,90,90.0,86.0,83.0,85.6,82.2,WBBSE,English,337.0,84.25,83.9,High
1596,HS,ISC,83.0,79.0,92,85,73.0,82.0,83.0,84.2,82.2,WBBSE,English,333.0,83.25,83.2,High
1597,HS,HIGHER SECONDARY EXAMINATION,63.0,66.0,57,71,71.0,64.0,83.0,67.0,82.2,WBBSE,English,282.0,70.5,74.6,Medium
1598,HS,Higher Secondary ,74.0,90.0,78,63,71.0,91.0,83.0,80.8,82.2,WBBSE,English,295.0,73.75,81.5,Medium
1599,HS,WBCHSE,88.0,82.0,92,84,91.0,80.0,91.0,89.2,82.2,WBBSE,English,358.0,89.5,85.7,High
1600,HS,HIGHER SECONDARY,90.0,91.0,97,90,99.0,97.0,83.0,94.8,82.2,WBBSE,English,369.0,92.25,88.5,High
1601,HS,HIGHER SECONDARY,94.0,87.0,91,66,67.0,90.0,83.0,85.8,82.2,WBBSE,English,307.0,76.75,84.0,Medium
1602,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION ,84.0,90.0,75,57,60.0,80.0,64.0,74.6,82.2,WBBSE,English,256.0,64.0,78.4,Medium
1603,HS,Higher secondary ,90.0,86.0,94,76,96.0,95.0,83.0,92.2,82.2,WBBSE,English,349.0,87.25,87.2,High
1604,HS,HIGHER SECONDARY EXAMINATION 2022,93.0,98.0,100,77,86.0,80.0,96.0,94.6,82.2,WBBSE,English,359.0,89.75,88.4,High
1605,HS,ISC ,91.0,87.0,63,66,60.0,78.0,83.0,77.0,82.2,WBBSE,English,272.0,68.0,79.6,Medium
1606,HS,H.S EXAMINATION ,87.0,91.0,93,81,94.0,93.0,83.0,91.6,82.2,WBBSE,English,351.0,87.75,86.9,High
1607,HS,Higher Secondary Examination,86.0,98.0,87,57,92.0,91.0,83.0,90.8,82.2,WBBSE,English,319.0,79.75,86.5,Medium
1608,HS,Higher secondary Examination ,75.0,78.0,60,80,72.0,64.0,83.0,73.8,82.2,WBBSE,English,295.0,73.75,78.0,Medium
1609,HS,Higher Secondary,90.0,83.0,60,62,88.0,77.0,83.0,80.0,82.2,WBBSE,English,293.0,73.25,81.1,Medium
1610,HS,INDIAN SCHOOL CERTIFICATE EXAMINATION,90.0,90.0,61,59,63.0,83.0,83.0,77.4,82.2,WBBSE,English,266.0,66.5,79.80000000000001,Medium
1611,HS,WBCHSE Higher Secondary Examination ,80.0,81.0,63,55,87.0,92.0,83.0,80.6,82.2,WBBSE,English,288.0,72.0,81.4,Medium
1612,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,83.0,92.0,60,53,70.0,80.0,82.0,77.4,82.2,WBBSE,English,265.0,66.25,79.80000000000001,Medium
1613,HS,WBCHSE,76.0,81.0,73,67,77.0,87.0,83.0,78.8,82.2,WBBSE,English,300.0,75.0,80.5,Medium
1614,HS,Higher Secondary Examination ,73.0,72.0,63,76,77.0,70.0,83.0,73.6,82.2,WBBSE,English,299.0,74.75,77.9,Medium
1615,HS,WB HS EXAM ,91.0,86.0,99,87,97.0,90.0,83.0,92.8,82.2,WBBSE,English,366.0,91.5,87.5,High
1616,HS,HIGHER SECONDARY,87.0,91.0,97,82,74.0,90.0,83.0,89.4,82.2,WBBSE,English,336.0,84.0,85.80000000000001,High
1617,HS,Higher secondary education ,71.0,63.0,56,51,56.0,80.0,83.0,65.2,82.2,WBBSE,English,246.0,61.5,73.7,Medium
1618,HS,Tushar Sil,85.0,86.0,70,87,87.0,75.0,83.0,84.0,82.2,WBBSE,English,327.0,81.75,83.1,High
1619,HS,CBSE,88.0,89.0,68,69,84.0,84.0,83.0,82.8,82.2,WBBSE,English,304.0,76.0,82.5,Medium
1620,HS,WBCHSE,90.0,81.0,87,78,85.0,80.0,70.0,84.2,82.2,WBBSE,English,320.0,80.0,83.2,Medium
1621,HS,ISC,83.0,96.0,64,67,66.0,80.0,81.0,78.6,82.2,WBBSE,English,278.0,69.5,80.4,Medium
1622,HS,Higher secondary of Education ,71.0,86.0,46,55,52.0,80.0,51.0,55.0,82.2,WBBSE,English,204.0,51.0,68.6,Low
1623,HS,HIGHER SECONDARY,97.0,68.0,86,80,85.0,90.0,83.0,87.6,82.2,WBBSE,English,334.0,83.5,84.9,High
1624,HS,Aditya Kumar ,72.0,53.0,62,64,57.0,53.0,83.0,61.6,82.2,WBBSE,English,266.0,66.5,71.9,Medium
1625,HS,ISC,88.0,90.0,43,53,51.0,67.0,83.0,69.8,82.2,WBBSE,English,230.0,57.5,76.0,Low
1626,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,70.0,77.0,68,78,80.0,70.0,83.0,75.0,82.2,WBBSE,English,309.0,77.25,78.6,Medium
1627,HS,Higher Secondary Examination,71.0,81.0,75,84,84.0,80.0,71.0,79.0,82.2,WBBSE,English,314.0,78.5,80.6,Medium
1628,HS,WBCHSE,85.0,90.0,88,76,80.0,80.0,83.0,83.8,82.2,WBBSE,English,327.0,81.75,83.0,High
1629,HS,ISC,97.0,84.0,97,92,81.0,80.0,93.0,92.6,82.2,WBBSE,English,363.0,90.75,87.4,High
1630,HS,HS,78.0,82.0,90,61,77.0,82.0,83.0,81.8,82.2,WBBSE,English,311.0,77.75,82.0,Medium
1631,HS,HS,91.0,91.0,94,81,93.0,95.0,83.0,92.8,82.2,WBBSE,English,351.0,87.75,87.5,High
1632,HS,Isc,98.0,94.0,96,90,78.0,85.0,83.0,92.6,82.2,WBBSE,English,347.0,86.75,87.4,High
1633,HS,SENIOR SCHOOL CERTIFICATE EXAMINATION,76.0,86.0,49,57,57.0,80.0,75.0,62.8,82.2,WBBSE,English,238.0,59.5,72.5,Low
1634,HS,HIGHER SECONDARY,87.0,91.0,93,75,71.0,65.0,83.0,83.4,82.2,WBBSE,English,322.0,80.5,82.80000000000001,High
1635,HS,ISC,90.0,83.0,92,73,63.0,80.0,89.0,85.4,82.2,WBBSE,English,317.0,79.25,83.80000000000001,Medium
1636,HS,Higher Secondary Examination ,82.0,80.0,78,84,84.0,73.0,83.0,81.6,82.2,WBBSE,English,329.0,82.25,81.9,High
1637,HS,Higher Secondary Examination,85.0,83.0,90,68,81.0,86.0,83.0,85.0,82.2,WBBSE,English,322.0,80.5,83.6,High
1638,HS,HIGHER SECONDARY EXAMINATION  ,88.0,90.0,67,57,57.0,80.0,83.0,71.8,82.2,WBBSE,English,264.0,66.0,77.0,Medium
1639,HS,W.B.C.H.S.E.,84.0,90.0,90,66,75.0,92.0,83.0,86.2,82.2,WBBSE,English,314.0,78.5,84.2,Medium
1640,HS,HIGHER SECONDARY EXAMINATION,96.0,82.0,95,76,83.0,81.0,83.0,87.4,82.2,WBBSE,English,337.0,84.25,84.80000000000001,High
1641,HS,Higher secondary ,85.0,93.0,90,75,95.0,80.0,87.0,90.0,82.2,WBBSE,English,347.0,86.75,86.1,High
1642,HS,WBCHSE,73.0,90.0,76,54,73.0,80.0,76.0,77.6,82.2,WBBSE,English,279.0,69.75,79.9,Medium
1643,HS,Mouli Dey,82.0,70.0,68,84,84.0,73.0,83.0,78.6,82.2,WBBSE,English,319.0,79.75,80.4,Medium
1644,HS,PALLAB ROY,85.0,91.0,68,51,60.0,80.0,74.0,75.6,82.2,WBBSE,English,253.0,63.25,78.9,Medium
1645,HS,PRITAM BASU,81.0,85.0,81,64,86.0,95.0,83.0,85.6,82.2,WBBSE,English,314.0,78.5,83.9,Medium
1646,HS,AISSCE '2021,85.0,86.0,63,75,69.0,80.0,75.0,73.4,82.2,WBBSE,English,282.0,70.5,77.80000000000001,Medium
1647,HS,RAJ SEKHAR PAL,87.0,86.0,72,74,67.0,76.0,83.0,75.2,82.2,WBBSE,English,296.0,74.0,78.7,Medium
1648,HS,Higher Secondary Examination,80.0,85.0,80,67,92.0,87.0,83.0,84.8,82.2,WBBSE,English,322.0,80.5,83.5,High
1649,HS,ISC,91.0,93.0,89,90,71.0,76.0,83.0,87.8,82.2,WBBSE,English,333.0,83.25,85.0,High
1650,HS,Higher Secondary ,91.0,86.0,92,74,90.0,82.0,83.0,88.2,82.2,WBBSE,English,339.0,84.75,85.2,High
1651,HS,ISC,85.0,90.0,54,64,56.0,62.0,83.0,71.4,82.2,WBBSE,English,257.0,64.25,76.80000000000001,Medium
1652,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EXAMINATION ,73.0,76.0,60,78,78.0,66.0,83.0,74.2,82.2,WBBSE,English,299.0,74.75,78.2,Medium
1653,HS,Higher secondary ,73.0,86.0,100,78,90.0,97.0,83.0,90.2,82.2,WBBSE,English,351.0,87.75,86.2,High
1654,HS,AISSCE,88.0,86.0,84,93,84.0,80.0,82.0,86.2,82.2,WBBSE,English,343.0,85.75,84.2,High
1655,HS,WEST BENGAL COUNCIL OF HIGHER SECONDARY EDUCATION,91.0,90.0,76,62,74.0,82.0,83.0,82.6,82.2,WBBSE,English,295.0,73.75,82.4,Medium
1656,HS,HIGHER SECONDARY ,81.0,85.0,85,71,87.0,88.0,83.0,85.2,82.2,WBBSE,English,326.0,81.5,83.7,High
1657,HS,Indian School Certificate,84.0,84.0,65,68,52.0,74.0,83.0,75.0,82.2,WBBSE,English,268.0,67.0,78.6,Medium
1658,HS,HS EXAMINATION ,83.0,94.0,99,76,88.0,87.0,83.0,90.2,82.2,WBBSE,English,346.0,86.5,86.2,High
1659,HS,WBCHSE,95.0,81.0,100,81,92.0,90.0,83.0,91.6,82.2,WBBSE,English,356.0,89.0,86.9,High
1660,HS,HS,83.0,80.0,70,64,76.0,92.0,83.0,80.2,82.2,WBBSE,English,293.0,73.25,81.2,Medium
1661,HS,SMRITI KHAMARU,90.0,80.0,75,68,70.0,93.0,83.0,81.6,82.2,WBBSE,English,296.0,74.0,81.9,Medium
1662,HS,AISSCE,90.0,86.0,85,82,91.0,78.0,83.0,85.2,82.2,WBBSE,English,341.0,85.25,83.7,High
1663,HS,Indian School Certificate(ISC) ,86.0,86.0,47,45,50.0,55.0,83.0,56.6,82.2,WBBSE,English,225.0,56.25,69.4,Low
1664,HS,WB ,81.0,75.0,90,73,80.0,80.0,85.0,82.2,82.2,WBBSE,English,328.0,82.0,82.2,High
1665,HS,Higher Secondary,67.0,80.0,70,82,82.0,75.0,83.0,77.8,82.2,WBBSE,English,317.0,79.25,80.0,Medium
1666,HS,Souvik Biswas ,85.0,88.0,82,74,88.0,92.0,83.0,87.0,82.2,WBBSE,English,327.0,81.75,84.6,High
1667,HS,CBSE SENIOR SECONDARY CERTIFICATE EXAMINATION 2022,84.0,86.0,51,62,80.0,72.0,83.0,69.8,82.2,WBBSE,English,276.0,69.0,76.0,Medium
1668,HS,HIGHER SECONDARY,83.0,88.0,95,92,98.0,98.0,83.0,94.2,82.2,WBBSE,English,368.0,92.0,88.2,High
1669,HS,Higher secondary ,92.0,78.0,95,67,85.0,93.0,83.0,88.6,82.2,WBBSE,English,330.0,82.5,85.4,High
1670,HS,HIGHER SECONDARY EXAMINATION,83.0,88.0,74,71,81.0,84.0,83.0,82.0,82.2,WBBSE,English,309.0,77.25,82.1,Medium
1671,HS,HIGHER SECONDARY EXAMINATION ,87.0,85.0,63,87,88.0,73.0,83.0,84.0,82.2,WBBSE,English,321.0,80.25,83.1,High
1672,HS,HIGHER SECONDARY ,90.0,78.0,76,74,82.0,93.0,83.0,83.8,82.2,WBBSE,English,315.0,78.75,83.0,Medium
1673,HS,HIGHER SECONDARY EXAMINATION 2022,85.0,82.0,83,57,81.0,94.0,83.0,85.0,82.2,WBBSE,English,304.0,76.0,83.6,Medium
1674,HS,Senior School Certificate ,84.0,86.0,45,62,54.0,80.0,62.0,61.4,82.2,WBBSE,English,223.0,55.75,71.8,Low
1675,HS,Senior School Certificate Examination,90.0,90.0,94,79,83.0,80.0,87.0,88.8,82.2,WBBSE,English,343.0,85.75,85.5,High
1676,HS,West Bengal Council of Higher Secondary Education,84.0,81.0,81,85,84.0,80.0,75.0,83.0,82.2,WBBSE,English,325.0,81.25,82.6,High
1677,HS,HIGHER SECONDARY (H.S),68.0,93.0,83,54,72.0,80.0,83.0,74.0,82.2,WBBSE,English,292.0,73.0,78.1,Medium
1678,HS,INDIAN SCHOOL CERTIFICATE ,72.0,90.0,57,61,51.0,76.0,83.0,71.2,82.2,WBBSE,English,252.0,63.0,76.7,Medium
1679,HS,CBSE,85.0,67.0,76,76,80.0,80.0,77.0,78.8,82.2,WBBSE,English,309.0,77.25,80.5,Medium
1680,HS,CBSE 12th,83.0,86.0,59,67,73.0,84.0,83.0,73.2,82.2,WBBSE,English,282.0,70.5,77.7,Medium
1681,HS,ISC ( Indian School Certificate ),81.0,71.0,55,61,54.0,80.0,75.0,68.6,82.2,WBBSE,English,245.0,61.25,75.4,Medium
1682,HS,Higher Secondary,92.0,90.0,87,73,84.0,91.0,83.0,88.8,82.2,WBBSE,English,327.0,81.75,85.5,High
1683,HS,HS ,84.0,80.0,77,71,70.0,88.0,83.0,80.0,82.2,WBBSE,English,301.0,75.25,81.1,Medium
1684,HS,Higher Secondary Examination,91.0,98.0,84,64,71.0,91.0,83.0,87.0,82.2,WBBSE,English,302.0,75.5,84.6,Medium
1685,HS,HIGHER SECONDARY EXAMINATION ,88.0,95.0,96,70,96.0,96.0,83.0,94.2,82.2,WBBSE,English,345.0,86.25,88.2,High
1686,HS,WBCHSE,77.0,66.0,82,61,88.0,90.0,83.0,80.6,82.2,WBBSE,English,314.0,78.5,81.4,Medium
1687,HS,INDIAN SCHOOL CERTIFICATE,73.0,86.0,46,56,45.0,80.0,64.0,56.8,82.2,WBBSE,English,211.0,52.75,69.5,Low
1688,HS,INDIAN SCHOOL CERTIFICATE (ISC) EXAMINATION ,84.0,92.0,74,52,60.0,64.0,83.0,74.8,82.2,WBBSE,English,269.0,67.25,78.5,Medium
1689,HS,Higher Secondary,90.0,93.0,90,82,93.0,80.0,94.0,92.0,82.2,WBBSE,English,359.0,89.75,87.1,High
1690,HS,Higher Secondary Examination,71.0,67.0,70,75,75.0,68.0,83.0,71.8,82.2,WBBSE,English,303.0,75.75,77.0,Medium
1691,HS,Higher Secondary,75.0,87.0,80,77,90.0,80.0,83.0,81.8,82.2,WBBSE,English,330.0,82.5,82.0,High
1692,HS,WBCHSE,92.0,99.0,90,85,92.0,94.0,83.0,93.4,82.2,WBBSE,English,350.0,87.5,87.80000000000001,High
